category,region,loyalty_tier,discount_rate,avg_pred_rev,avg_base,uplift_abs,uplift_pct,n
storage,south,bronze,0.0,60.05019721583382,60.05019721583382,0.0,0.2417554682371111,36
storage,north,silver,0.0,89.7389583309199,89.7389583309199,0.0,0.027094422989213912,16
storage,north,bronze,0.0,90.06792065640839,90.06792065640839,0.0,0.050776793700544935,9
cleaning,central,silver,0.0,73.84616989656114,73.84616989656114,0.0,0.25322583116185227,49
storage,east,gold,0.0,77.0333352746286,77.0333352746286,0.0,0.24868000634857554,324
storage,east,bronze,0.0,81.26626373436389,81.26626373436389,0.0,0.1043682022560748,36
storage,east,brnze,0.0,24.556228972396074,24.556228972396074,0.0,0.0,1
storage,central,silver,0.0,86.55190072042157,86.55190072042157,0.0,0.4927741305401324,64
cleaning,north,bronze,0.0,80.5747572505364,80.5747572505364,0.0,0.12766045723273806,81
storage,central,bronze,0.0,102.67767803410996,102.67767803410996,0.0,0.11331949005368344,16
personal care,west,silver,0.0,111.08498256301601,111.08498256301601,0.0,0.1453609852462015,25
cleaning,east,gld,0.0,98.84349573484008,98.84349573484008,0.0,0.0,1
storage,central,gold,0.0,87.03737140816011,87.03737140816011,0.0,0.5309394790631602,144
personal care,east,silver,0.0,111.18529090315272,111.18529090315272,0.0,0.003520151790245516,9
personal care,north,gold,0.0,82.07018605851798,82.07018605851798,0.0,0.2290698692228748,16
personal care,central,silver,0.0,50.73199897345516,50.73199897345516,0.0,0.0,1
personal care,east,bronze,0.0,82.7238555225224,82.7238555225224,0.0,0.13423913610955993,4
personal care,east,gold,0.0,78.76415400246626,78.76415400246626,0.0,0.14903252640862258,36
personal care,west,bronze,0.0,125.10316570839527,125.10316570839527,0.0,0.0,1
personal care,north,bronze,0.0,109.75824012061445,109.75824012061445,0.0,0.004377054633678015,4
kitchen,central,gold,0.0,52.67571659800464,52.67571659800464,0.0,0.22581130205114672,81
personal care,south,bronze,0.0,119.5735311539981,119.5735311539981,0.0,0.0,1
personal care,south,gold,0.0,100.02130279214524,100.02130279214522,0.0,0.17045168426060578,25
personal care,south,silver,0.0,46.113433460991125,46.113433460991125,0.0,0.0,1
personal care,north,silver,0.0,50.289696469107845,50.289696469107845,0.0,0.0,9
cleaning,east,silver,0.0,73.59013057005723,73.59013057005723,-4.9343245538895844e-17,0.17372664076408567,144
cleaning,central,gold,0.0,53.93821693279463,53.93821693279463,-6.759027212937932e-17,0.22279525008765322,841
outdoors,north,silver,0.0,64.94879508192118,64.94879508192118,-8.77213254024815e-17,0.37603584214194663,81
outdoors,west,gold,0.0,71.72302989450256,71.72302989450256,-1.1102230246251565e-16,0.20851988837502214,64
cleaning,north,gold,0.0,70.12827062056272,70.12827062056272,-1.1278456123176193e-16,0.32252267645070454,441
storage,south,silver,0.0,72.18510705541705,72.18510705541705,-1.4210854715202004e-16,0.32100561842578756,25
storage,west,silver,0.0,77.58525821273416,77.58525821273416,-1.450087215836939e-16,0.15110528486949656,49
kitchen,east,gold,0.0,66.18181392227139,66.18181392227139,-1.450087215836939e-16,0.21984785336399448,196
cleaning,east,bronze,0.0,68.46992044668927,68.46992044668927,-1.450087215836939e-16,0.1782966713554548,49
cleaning,south,silver,0.0,63.12442456568103,63.12442456568103,-1.75442650804963e-16,0.2784646946852345,81
kitchen,south,gold,0.0,47.77550530685501,47.77550530685501,-1.8947806286936006e-16,0.156090995186535,225
kitchen,east,bronze,0.0,46.81911497787782,46.81911497787782,-1.9737298215558337e-16,0.20358584813417804,36
storage,south,gold,0.0,84.26905385388697,84.26905385388697,-2.5263741715914673e-16,0.27306778582462726,225
storage,east,silver,0.0,75.71041214435328,75.71041214435328,-2.842170943040401e-16,0.38026370258016245,25
cleaning,south,bronze,0.0,47.946560781881786,47.94656078188178,-3.5233524087277696e-16,0.26107336428956635,121
outdoors,north,gold,0.0,72.81597887342575,72.81597887342576,-4.440892098500626e-16,0.30985031509726385,64
outdoors,central,bronze,0.0,56.59837618692808,56.59837618692808,-5.684341886080802e-16,0.26504626418352684,25
kitchen,north,bronze,0.0,62.277707160578025,62.277707160578025,-7.894919286223335e-16,0.2063502644174302,9
kitchen,central,bronze,0.2,45.17077640829822,45.28739015167941,-0.11661374338119312,0.07810677655653306,16
storage,east,brnze,0.15,24.437174755698848,24.556228972396074,-0.11905421669722571,-0.004848228807080105,1
storage,east,brnze,0.05,24.437174755698848,24.556228972396074,-0.11905421669722571,-0.004848228807080105,1
storage,east,brnze,0.1,24.437174755698848,24.556228972396074,-0.11905421669722571,-0.004848228807080105,1
storage,east,brnze,0.2,24.437174755698848,24.556228972396074,-0.11905421669722571,-0.004848228807080105,1
outdoors,central,bronze,0.05,56.44254726198471,56.59837618692808,-0.15582892494337613,0.26156328794582906,25
outdoors,central,gold,0.05,64.08818159587985,64.31909140432296,-0.23090980844310616,0.3741325512574402,144
outdoors,east,silver,0.05,63.966322449085524,64.36174471209455,-0.3954222630090216,0.1240173467629112,16
cleaning,north,gold,0.05,69.65064292910253,70.12827062056272,-0.4776276914601807,0.3135152754800656,441
cleaning,west,bronze,0.05,67.15137219339839,67.63965650303963,-0.4882843096412459,0.1930692628469329,100
outdoors,west,gold,0.05,70.9532448438187,71.72302989450256,-0.7697850506838646,0.19554915157132596,64
kitchen,central,bronze,0.05,44.348246106850375,45.28739015167941,-0.9391440448290354,0.05847515712412721,16
kitchen,north,silver,0.05,38.03047081023343,39.01426430907888,-0.9837934988454455,0.05292616653295738,49
outdoors,south,silver,0.05,69.62452290909414,70.74812860101441,-1.1236056919202777,0.2649363725580484,36
kitchen,west,gold,0.05,51.13132669453251,52.3156892394981,-1.1843625449655897,0.2180864679159008,25
kitchen,north,gold,0.05,35.09093642629961,36.31346652438759,-1.2225300980879783,0.006896304893164341,36
storage,south,bronze,0.05,58.634479705734066,60.05019721583382,-1.4157175100997463,0.21248037771031678,36
kitchen,north,silver,0.2,36.899469757978046,39.01426430907888,-2.114794551100835,0.021612838642849713,49
cleaning,south,silver,0.05,60.95593913060492,63.12442456568103,-2.168485435076115,0.23454616253609228,81
kitchen,south,gold,0.05,45.52915862796458,47.77550530685501,-2.246346678890433,0.1017329899524222,225
cleaning,west,silver,0.05,66.28751544326576,68.5513447505043,-2.2638293072385376,0.34133548686539256,100
kitchen,north,gold,0.2,34.04493217893644,36.31346652438759,-2.2685343454511475,-0.023117650812593777,36
outdoors,east,gold,0.05,61.96289044549994,64.3033882370363,-2.340497791536369,0.16581604023109886,121
cleaning,east,gold,0.05,60.35932920860521,62.70790691642651,-2.3485777078213026,0.1831481298323847,784
cleaning,east,silver,0.05,70.94515750521388,73.59013057005723,-2.644973064843339,0.1315406121993636,144
storage,north,silver,0.05,87.09201692250235,89.7389583309199,-2.6469414084175398,-0.003200766626644891,16
outdoors,north,gold,0.05,70.15210210622483,72.81597887342576,-2.663876767200918,0.26193116497550645,64
outdoors,north,silver,0.05,62.225307539137766,64.94879508192118,-2.7234875427834124,0.31833474899972386,81
outdoors,south,bronze,0.05,65.19744924219415,68.13606938096618,-2.938620138772026,0.38810628290453986,25
kitchen,central,gold,0.05,49.60979889631081,52.67571659800464,-3.065917701693829,0.15446463963028212,81
cleaning,central,silver,0.05,70.7737711568238,73.84616989656114,-3.072398739737345,0.2010848809993542,49
outdoors,south,gold,0.05,72.3927598414031,75.65009337717092,-3.257333535767803,0.20423547922578286,121
cleaning,central,gold,0.1,50.597485129704296,53.93821693279463,-3.3407318030903292,0.14705987704546605,841
cleaning,south,gold,0.1,56.69002383800239,60.39604418258758,-3.7060203445851903,0.1474313026768624,625
kitchen,north,gold,0.1,32.58752149262528,36.31346652438759,-3.7259450317623126,-0.06493646741330164,36
cleaning,north,bronze,0.05,76.58005623023563,80.5747572505364,-3.9947010203007514,0.07175378704502933,81
kitchen,central,bronze,0.15,41.24055770121035,45.28739015167941,-4.046832450469059,-0.01569713292602077,16
storage,west,gold,0.1,58.261082058518674,62.314046332724274,-4.0529642742055945,0.20289558562064408,100
cleaning,central,bronze,0.05,57.84441982483182,61.89838988072048,-4.053970055888666,0.08602367856096033,169
kitchen,north,gold,0.15,32.219461604584595,36.31346652438759,-4.094004919803003,-0.07549754611309406,36
kitchen,north,silver,0.1,34.87974798837616,39.01426430907888,-4.13451632070272,-0.0343059510808324,49
cleaning,south,bronze,0.1,43.72661489671748,47.94656078188178,-4.219945885164304,0.15008185065977064,121
cleaning,central,gld,0.1,48.893752774182936,53.21535860197349,-4.321605827790556,-0.0812097473609863,1
kitchen,central,bronze,0.1,40.85397622748644,45.28739015167941,-4.433413924192968,-0.024923808658705165,16
kitchen,north,silver,0.15,34.49437008036111,39.01426430907888,-4.519894228717774,-0.04497567130011495,49
cleaning,west,gold,0.1,64.0141815902715,68.55217722887434,-4.537995638602822,0.1196384230174829,484
cleaning,central,gld,0.05,48.652929773061004,53.21535860197349,-4.562428828912488,-0.08573518902761448,1
storage,east,gold,0.05,72.38691309362525,77.0333352746286,-4.646422181003347,0.17336333392631437,324
storage,north,gold,0.05,77.06456759485101,81.90065555976102,-4.836087964909995,0.24310626811090935,196
kitchen,south,silver,0.05,42.521868873680816,47.419964471897856,-4.898095598217037,0.11071839387764383,25
cleaning,north,gold,0.1,65.2185422699442,70.12827062056272,-4.909728350618513,0.22993195631105828,441
cleaning,south,bronze,0.15,42.741250034231875,47.94656078188178,-5.2053107476499125,0.12416513500960419,121
cleaning,south,gold,0.15,55.022805890687486,60.39604418258758,-5.373238291900087,0.11368606971311512,625
kitchen,west,silver,0.05,55.314895013081426,60.788347604018824,-5.4734525909374065,0.3509743736263377,25
kitchen,east,silver,0.05,40.235691016114856,45.864983059111466,-5.629292042996614,-0.06043169696273586,4
kitchen,west,bronze,0.05,27.80539287554926,33.49973867701216,-5.694345801462902,-0.16998179766012372,9
storage,west,silver,0.05,71.87942835582243,77.58525821273416,-5.705829856911733,0.06644988699934753,49
storage,south,gold,0.05,78.51030242714909,84.26905385388697,-5.7587514267378985,0.18606929002255923,225
cleaning,east,bronze,0.05,62.62515885610424,68.46992044668927,-5.844761590585028,0.07771435605373529,49
storage,west,bronze,0.05,81.09007677058848,86.98396608759703,-5.893889317008538,0.3156065916304748,25
kitchen,west,bronze,0.1,27.551102180375786,33.49973867701216,-5.948636496636375,-0.17757262389388087,9
cleaning,central,gold,0.15,47.97400682593849,53.93821693279463,-5.964210106856132,0.08758485189678757,841
outdoors,north,bronze,0.05,60.19252166716391,66.1597542049305,-5.96723253776657,0.1975951555028775,36
outdoors,south,gold,0.1,69.66281061375823,75.65009337717092,-5.987282763412688,0.15882345565302225,121
kitchen,east,gold,0.05,60.14701989471735,66.18181392227139,-6.034794027554046,0.10861592870487953,196
kitchen,west,bronze,0.15,27.369202534115374,33.49973867701216,-6.130536142896787,-0.18300250643756868,9
kitchen,east,bronze,0.05,40.666741968751936,46.81911497787782,-6.152373009125876,0.045425893813695106,36
kitchen,south,bronze,0.05,63.27945297502367,69.46170200941788,-6.1822490343942,0.16221265209118135,16
cleaning,west,silver,0.1,62.261667011956135,68.5513447505043,-6.289677738548161,0.2598719815650809,100
kitchen,west,bronze,0.2,27.165971247039455,33.49973867701216,-6.333767429972706,-0.18906915934598015,9
cleaning,south,bronze,0.2,41.42607055808865,47.94656078188178,-6.520490223793135,0.08957375286293609,121
kitchen,west,gold,0.2,45.66478255615392,52.3156892394981,-6.650906683344188,0.08785860426189593,25
cleaning,north,silver,0.15,67.7687718821499,74.45045480704103,-6.6816829248911125,0.20593868711414165,36
cleaning,south,silver,0.1,56.367612384843596,63.12442456568103,-6.756812180837439,0.1416183648968084,81
cleaning,north,silver,0.1,67.51232681131226,74.45045480704103,-6.938127995728769,0.20137527208604206,36
storage,south,silver,0.05,65.22749279906661,72.18510705541705,-6.957614256350447,0.19367952723605972,25
outdoors,west,gold,0.1,64.67335210587785,71.72302989450256,-7.049677788624695,0.08973411166257445,64
outdoors,west,gold,0.15,64.63922124996701,71.72302989450256,-7.083808644535544,0.08915901300547373,64
kitchen,east,silver,0.2,38.637711232729096,45.864983059111466,-7.227271826382374,-0.09774710314681961,4
cleaning,north,gold,0.15,62.86935128373525,70.12827062056272,-7.2589193368274705,0.18562944716485438,441
storage,east,silver,0.05,68.39123269619412,75.71041214435328,-7.319179448159156,0.2468289815314506,25
kitchen,north,bronze,0.05,54.94439432414803,62.277707160578025,-7.333312836429997,0.06430033543605387,9
outdoors,west,silver,0.15,64.0486131799374,71.39126842379636,-7.342655243858959,0.25352585248758874,25
personal care,south,silver,0.05,38.770645517616536,46.113433460991125,-7.342787943374589,-0.15923316466092458,1
outdoors,central,gold,0.15,56.950493059186925,64.31909140432296,-7.368598345136034,0.2210913833732606,144
outdoors,east,gold,0.15,56.91370524147819,64.3033882370363,-7.389682995558116,0.07081690351194367,121
kitchen,south,gold,0.2,40.37906422547226,47.77550530685501,-7.396441081382745,-0.02289107681234402,225
storage,north,gold,0.1,74.43768402301399,81.90065555976102,-7.462971536747018,0.2007327683864217,196
kitchen,central,silver,0.05,59.53226214727491,66.99792231762478,-7.465660170349874,0.2344069938264544,36
storage,central,silver,0.05,78.95897991516708,86.55190072042157,-7.592920805254485,0.3618178412041374,64
cleaning,east,gld,0.15,91.24567844659755,98.84349573484008,-7.597817288242524,-0.07686714468926321,1
cleaning,south,gold,0.2,52.76508424310002,60.39604418258758,-7.630959939487553,0.06798877915321185,625
cleaning,west,gold,0.15,60.91267414683038,68.55217722887434,-7.639503082043946,0.06539158557171378,484
cleaning,central,gold,0.2,46.296993655753354,53.93821693279463,-7.64122327704127,0.049566469839555996,841
outdoors,central,gold,0.1,56.636220926336115,64.31909140432296,-7.682870477986843,0.2143529870426154,144
kitchen,south,silver,0.1,39.71533480473424,47.419964471897856,-7.704629667163613,0.037408610088891216,25
outdoors,east,gold,0.1,56.492596844629816,64.3033882370363,-7.8107913924064905,0.06289385602025756,121
outdoors,south,gold,0.15,67.79521738700997,75.65009337717092,-7.854875990160942,0.12775650877409223,121
personal care,south,silver,0.15,38.23828951016589,46.113433460991125,-7.875143950825233,-0.17077765327292485,1
kitchen,west,gold,0.1,44.42207461470785,52.3156892394981,-7.893614624790248,0.0582539406455902,25
kitchen,south,gold,0.1,39.77130110785569,47.77550530685501,-8.004204198999322,-0.037597974478211345,225
kitchen,south,silver,0.15,39.35920924224493,47.419964471897856,-8.060755229652921,0.028106215267958774,25
cleaning,south,silver,0.15,54.99408154305133,63.12442456568103,-8.130343022629704,0.11380012020983198,81
cleaning,east,gold,0.1,54.56778338771874,62.70790691642651,-8.14012352870777,0.06962373026295597,784
storage,south,bronze,0.1,51.84988231396113,60.05019721583382,-8.200314901872682,0.07218423712079244,36
cleaning,east,gld,0.1,90.56639129338664,98.84349573484008,-8.277104441453432,-0.08373949524870902,1
personal care,south,silver,0.1,37.787693350875706,46.113433460991125,-8.325740110115419,-0.18054912604064577,1
kitchen,east,bronze,0.2,38.465372010982506,46.81911497787782,-8.353742966895313,-0.011165046210073856,36
cleaning,south,brnze,0.15,65.4022378996151,73.75623293920454,-8.353995039589435,-0.11326493648984798,1
cleaning,west,silver,0.15,60.19389531920141,68.5513447505043,-8.357449431302884,0.2180303839176101,100
storage,north,bronze,0.05,81.63790876261298,90.06792065640839,-8.430011893795418,-0.04757188365386618,9
kitchen,south,gold,0.15,39.29347917983116,47.77550530685501,-8.48202612702385,-0.049160502697302,225
kitchen,west,gold,0.15,43.81090020890539,52.3156892394981,-8.504789030592715,0.04369411360077123,25
kitchen,east,bronze,0.15,38.154211947321556,46.81911497787782,-8.664903030556262,-0.019164083554197197,36
kitchen,east,silver,0.1,37.12997389750975,45.864983059111466,-8.735009161601718,-0.13295520256558174,4
kitchen,east,bronze,0.1,38.013236959506436,46.81911497787782,-8.805878018371375,-0.022788148219993015,36
kitchen,central,gold,0.2,43.67363367980615,52.67571659800464,-9.002082918198488,0.016324736024111875,81
personal care,east,gold,0.05,69.60091702316255,78.76415400246626,-9.163236979303706,0.015356776700442245,36
cleaning,central,bronze,0.1,52.72390223674534,61.89838988072048,-9.174487643975137,-0.010113569664364663,169
kitchen,south,silver,0.2,38.180809013686854,47.419964471897856,-9.239155458210998,-0.002674906161518418,25
storage,south,bronze,0.15,50.78889815182954,60.05019721583382,-9.261299064004277,0.05024454422845189,36
cleaning,west,bronze,0.1,58.37446976246869,67.63965650303963,-9.265186740570947,0.037131235501928116,100
storage,central,gold,0.05,77.62364865287265,87.03737140816011,-9.41372275528747,0.36535727480011126,144
outdoors,west,silver,0.1,61.91329237191731,71.39126842379636,-9.47797605187905,0.2117344739812651,25
outdoors,west,brnze,0.15,104.56000719256808,114.06826791059302,-9.508260718024943,-0.08335587882755913,1
cleaning,central,gld,0.2,43.7002231080905,53.21535860197349,-9.515135493882994,-0.17880431033175684,1
kitchen,south,bronze,0.15,59.917844165990026,69.46170200941788,-9.543857843427853,0.10047216437264607,16
personal care,south,silver,0.2,36.56419520376141,46.113433460991125,-9.549238257229717,-0.20708148451595418,1
outdoors,north,gold,0.1,63.21905822032286,72.81597887342576,-9.596920653102895,0.13721609749948477,64
storage,west,silver,0.1,67.96410956415573,77.58525821273416,-9.621148648578433,0.008359674285501557,49
kitchen,east,silver,0.15,36.11918107154182,45.864983059111466,-9.745801987569651,-0.1565588459039442,4
storage,west,bronze,0.1,77.138692462048,86.98396608759703,-9.84527362554903,0.25149927481182066,25
outdoors,north,gold,0.15,62.86494882286214,72.81597887342576,-9.951030050563611,0.13084620021843485,64
cleaning,central,gld,0.15,43.24962694880031,53.21535860197349,-9.96573165317318,-0.18727171844715523,1
outdoors,south,silver,0.15,60.77624380518101,70.74812860101441,-9.971884795833407,0.1041810868421427,36
storage,west,gold,0.15,52.33821836899269,62.314046332724274,-9.975827963731582,0.08060835142187782,100
outdoors,south,silver,0.1,60.730066336636774,70.74812860101441,-10.018062264377644,0.10334213589334368,36
kitchen,north,bronze,0.2,52.25540096329963,62.277707160578025,-10.0223061972784,0.012213192222638246,9
personal care,north,silver,0.05,40.241904806161465,50.289696469107845,-10.04779166294638,-0.19979821650183507,9
kitchen,central,gold,0.1,42.627391183644605,52.67571659800464,-10.048325414360034,-0.008022267857551649,81
storage,east,gold,0.1,66.94751484044603,77.0333352746286,-10.085820434182567,0.08519283188199657,324
storage,east,bronze,0.05,71.10918520450974,81.26626373436389,-10.157078529854145,-0.033661455325507385,36
cleaning,south,silver,0.2,52.85528507857654,63.12442456568103,-10.269139487104486,0.07048288147439623,81
cleaning,east,silver,0.1,63.239076233430325,73.59013057005723,-10.351054336626909,0.008632379607291348,144
kitchen,central,gold,0.15,42.26789791998714,52.67571659800464,-10.4078186780175,-0.016387999432986317,81
personal care,central,silver,0.05,40.24485590982777,50.73199897345516,-10.487143063627393,-0.2067165354378141,1
personal care,central,nan,0.05,40.24485590982777,50.73199897345516,-10.487143063627393,-0.2067165354378141,1
outdoors,east,silver,0.15,53.82999505701177,64.36174471209455,-10.531749655082773,-0.0540983770263941,16
cleaning,west,gold,0.2,57.99703202575869,68.55217722887434,-10.555145203115638,0.014395620842920417,484
storage,east,silver,0.1,65.12445359063237,75.71041214435328,-10.585958553720923,0.18727288487255148,25
outdoors,north,silver,0.15,54.34741678830355,64.94879508192118,-10.601378293617625,0.15143003552577292,81
cleaning,central,silver,0.1,63.04544177910371,73.84616989656114,-10.800728117457432,0.06992923648248343,49
storage,south,gold,0.1,73.39757942438465,84.26905385388697,-10.871474429502323,0.10883046206621902,225
kitchen,north,bronze,0.15,51.384945831758984,62.277707160578025,-10.892761328819047,-0.004647958034387685,9
outdoors,south,bronze,0.15,57.2376824860732,68.13606938096618,-10.898386894892983,0.21863642828520383,25
storage,south,bronze,0.2,49.137884445356185,60.05019721583382,-10.912312770477628,0.01610385205421993,36
cleaning,north,silver,0.2,63.524964715167876,74.45045480704103,-10.92549009187316,0.13042055241611683,36
storage,north,silver,0.1,78.8134241715814,89.7389583309199,-10.925534159338499,-0.09795221686428539,16
personal care,north,silver,0.15,39.3398086852767,50.289696469107845,-10.949887783831144,-0.21773620746662262,9
kitchen,south,bronze,0.1,58.469096249321346,69.46170200941788,-10.99260576009653,0.07386395144912962,16
outdoors,north,silver,0.1,53.939410342797096,64.94879508192118,-11.009384739124078,0.14278581830613596,81
kitchen,south,bronze,0.2,58.4045779048504,69.46170200941788,-11.057124104567482,0.07267898488082328,16
cleaning,east,gold,0.15,51.64206458305582,62.70790691642651,-11.065842333370696,0.012274538720600674,784
outdoors,south,bronze,0.1,56.89463065757974,68.13606938096618,-11.241438723386448,0.21133257814952255,25
kitchen,north,bronze,0.1,51.00095037478627,62.277707160578025,-11.276756785791763,-0.012086141650552579,9
storage,south,silver,0.1,60.904816230648855,72.18510705541705,-11.280290824768187,0.11457345859597978,25
personal care,central,gold,0.05,86.86900083137034,98.15690768114577,-11.28790684977542,-0.0030280359494467292,25
cleaning,east,silver,0.15,62.237177475157665,73.59013057005723,-11.352953094899558,-0.007347416254241568,144
personal care,central,nan,0.15,39.342759788943006,50.73199897345516,-11.389239184512157,-0.22449813559429074,1
personal care,central,silver,0.15,39.342759788943006,50.73199897345516,-11.389239184512157,-0.22449813559429074,1
personal care,north,silver,0.1,38.889212525986515,50.289696469107845,-11.40048394312133,-0.22669621698998452,9
outdoors,central,bronze,0.15,45.17552365003822,56.59837618692808,-11.422852536889856,0.009730866434548688,25
cleaning,west,bronze,0.15,56.12935877918754,67.63965650303963,-11.51029772385209,-0.0027573448552744113,100
cleaning,west,silver,0.2,56.98883777675568,68.5513447505043,-11.562506973748611,0.15317567650581213,100
outdoors,central,bronze,0.1,44.95718858778585,56.59837618692808,-11.641187599142231,0.004850797898122445,25
cleaning,north,gold,0.2,58.44559121579879,70.12827062056272,-11.68267940476393,0.10220342006833551,441
cleaning,west,bronze,0.2,55.93863322380896,67.63965650303963,-11.701023279230672,-0.006145939761514724,100
outdoors,south,bronze,0.2,56.4303427219882,68.13606938096618,-11.705726658977978,0.20144751350416695,25
storage,central,silver,0.1,74.80541415012496,86.55190072042157,-11.746486570296607,0.290180644655673,64
personal care,central,nan,0.1,38.89216362965282,50.73199897345516,-11.839835343802342,-0.23338002805679658,1
personal care,central,silver,0.1,38.89216362965282,50.73199897345516,-11.839835343802342,-0.23338002805679658,1
outdoors,west,silver,0.2,59.542878485190606,71.39126842379636,-11.84838993860575,0.1653419770858248,25
cleaning,north,bronze,0.1,68.61321278169959,80.5747572505364,-11.96154446883679,-0.039743841150654595,81
outdoors,east,silver,0.1,52.36768849753288,64.36174471209455,-11.99405621456166,-0.07979405369199799,16
personal care,east,gold,0.1,66.75798882991946,78.76415400246626,-12.006165172546806,-0.02611661948658639,36
personal care,north,gold,0.05,70.06240111533027,82.07018605851798,-12.007784943187705,0.04924321866237741,16
outdoors,central,gold,0.2,52.23841778137282,64.31909140432296,-12.080673622950142,0.12005846494768803,144
cleaning,central,silver,0.15,61.720717326573116,73.84616989656114,-12.125452569988031,0.0474476520562558,49
storage,north,bronze,0.1,77.85947519533656,90.06792065640839,-12.208445461071841,-0.09165295358529178,9
cleaning,east,gold,0.2,50.3660629522518,62.70790691642651,-12.341843964174712,-0.012737318815642667,784
personal care,central,bronze,0.05,79.97787822968357,92.3214841889147,-12.343605959231116,-0.044548504414302706,16
